class,feature,coefficient,feature_set,model_name,importance_gain,Cover,Frequency
H,tournament_lumpedUEFA.Euro,0.1009075297351278,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedKing.s.Cup,0.034250802093625764,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedAFF.Championship,-0.08286557294017392,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedSoutheast.Asian.Games,0.4276381571293266,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedCONCACAF.Championship,-0.10670767351882582,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedUNCAF.Cup,0.12170816549557624,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedSouth.Pacific.Games,-0.23326596038262218,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedCONCACAF.Championship.qualification,-0.15919188486013985,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedKorea.Cup,0.013872115184859611,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedConfederations.Cup,0.3533469530362115,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedOceania.Nations.Cup,0.1792422883493644,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedSAFF.Cup,-0.08073511250093396,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedCCCF.Championship,0.026490673023343864,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedArab.Cup,-0.04729116347912706,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedWindward.Islands.Tournament,-0.0492985571068366,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedOther,0.07098151647296946,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,(Intercept),0.011578527210094263,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,rating_diff,-9.970419442019273e-5,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_rating_pre_match,-3.3265914296224675e-5,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_rating_pre_match,6.169153927380849e-5,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,neutral,-0.02842981428254498,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,is_friendly,0.03410182372123056,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,is_world_cup,-0.07231995314936104,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,is_world_cup_qualifier,-0.015920686180676866,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,is_continental_tournament,0.03807107225989269,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,is_continental_qualifier,0.007087064143070422,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_points_diff_last_5,0.005468436580320629,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_points_diff_last_10,0.006873776071360603,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_goal_diff_diff_last_5,-0.0027977444483967976,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_goal_diff_diff_last_10,0.0010700535373530196,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_goals_for_diff_last_5,-0.013364881568116653,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_goals_for_diff_last_10,0.007933855043176535,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_goals_against_diff_last_5,-0.0035763123021453295,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_goals_against_diff_last_10,0.002440914645581272,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_draw_rate_mean_last_5,0.011005919830742322,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_draw_rate_mean_last_10,-0.03031534318642366,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_draw_rate_diff_last_5,-0.019031318462656384,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,form_draw_rate_diff_last_10,0.002791140708004189,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_prior_matches,9.823664497979899e-5,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_prior_matches,1.426072439810035e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_points_per_match_last_5,0.019222169278721956,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_points_per_match_last_5,0.00862116995980147,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_points_per_match_last_10,0.017078486485029087,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_points_per_match_last_10,0.003690306185656723,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_goal_diff_per_match_last_5,-9.92916232680609e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_goal_diff_per_match_last_5,0.0039044545949137336,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_goal_diff_per_match_last_10,0.006087329538747693,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_goal_diff_per_match_last_10,0.0034650774684497317,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_goals_for_per_match_last_5,-0.017971481291565925,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_goals_for_per_match_last_5,0.002517190451930725,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_goals_for_per_match_last_10,-0.053520568271513205,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_goals_for_per_match_last_10,-0.06565437311735901,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_goals_against_per_match_last_5,-0.013034823740427142,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_goals_against_per_match_last_5,-0.005960125484866633,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_goals_against_per_match_last_10,-0.049789210025022845,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_goals_against_per_match_last_10,-0.04697643744332173,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_draw_rate_last_5,-0.009901543373645492,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_draw_rate_last_5,0.023042504070096458,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,home_draw_rate_last_10,-0.01524574989669422,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,away_draw_rate_last_10,-0.020213577506371636,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,unique_scorers_diff_last_10,0.003860821559772895,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,top_scorer_goals_diff_last_10,-0.001237943395735942,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,non_penalty_goals_diff_last_10,-0.02256945426822748,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,penalty_goals_diff_last_10,-2.1974267892385725e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,unique_scorers_diff_365d,-0.006747143769197955,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,top_scorer_goals_diff_365d,-0.002095016094878558,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,non_penalty_goals_diff_365d,0.026734209724390254,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,penalty_goals_diff_365d,0.049518122122723524,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedFriendly,0.03507022396285061,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedFIFA.World.Cup.qualification,-0.0157724751305029,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedUEFA.Euro.qualification,-0.05718758403594051,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAfrican.Cup.of.Nations.qualification,0.07777653176417489,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCopa.América,-0.03192008804231296,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedFIFA.World.Cup,-0.0712534577250729,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAfrican.Cup.of.Nations,-0.027294943074758608,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAFC.Asian.Cup.qualification,-0.08053941323268625,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCECAFA.Cup,-0.02484934012275866,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCFU.Caribbean.Cup.qualification,0.06707846110042097,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedMerdeka.Tournament,0.024961517397222854,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedBritish.Home.Championship,-0.006194676917403372,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedGulf.Cup,0.04761173962354973,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAsian.Games,-0.1955592848390659,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedGold.Cup,-0.18977947829830968,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedNordic.Championship,-0.054846163929837655,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAFC.Asian.Cup,0.12293628923538229,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCFU.Caribbean.Cup,-0.13688598181499978,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCOSAFA.Cup,0.12199134933116328,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAmílcar.Cabral.Cup,0.16487524365934877,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedUEFA.Euro,-0.09750839358117634,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedKing.s.Cup,0.04034828479052744,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAFF.Championship,0.04780797367973614,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedSoutheast.Asian.Games,0.05338934359300399,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCONCACAF.Championship,0.11205681284036799,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedUNCAF.Cup,-0.033082496985070715,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedSouth.Pacific.Games,0.07987662130507292,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCONCACAF.Championship.qualification,0.20005500502867607,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedKorea.Cup,-0.13248930926774696,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedConfederations.Cup,-0.3767571734630272,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedOceania.Nations.Cup,-0.6143213159234526,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedSAFF.Cup,-0.10352234229335294,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCCCF.Championship,-0.09738402022716319,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedArab.Cup,0.10219609299295129,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedWindward.Islands.Tournament,0.15805648575828882,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedOther,-0.004553028173891085,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,(Intercept),-0.4544461823220004,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,rating_diff,-0.0016656961987364875,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_rating_pre_match,-8.158945822778879e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_rating_pre_match,7.640448594335463e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,neutral,0.3511582412857604,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,is_friendly,0.03265709925976125,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,is_world_cup,0.06402903663543713,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,is_world_cup_qualifier,-0.001654674680432397,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,is_continental_tournament,0.04690064378307447,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,is_continental_qualifier,0.053302100432380206,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_points_diff_last_5,0.008244871051623411,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_points_diff_last_10,0.05099394941256928,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_goal_diff_diff_last_5,-0.00632419353608192,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_goal_diff_diff_last_10,-0.01387516536464017,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_goals_for_diff_last_5,0.002164229752807598,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_goals_for_diff_last_10,3.7477456338764884e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_goals_against_diff_last_5,0.01711109426214013,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_goals_against_diff_last_10,0.0324530785868397,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_draw_rate_mean_last_5,-0.04033653143750287,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_draw_rate_mean_last_10,0.019720731411996612,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_draw_rate_diff_last_5,0.031359972205179394,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,form_draw_rate_diff_last_10,-8.733221541272151e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_prior_matches,-2.9416045214413443e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_prior_matches,4.288573035966236e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_points_per_match_last_5,-0.008661200279759137,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_points_per_match_last_5,-0.021347114137955498,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_points_per_match_last_10,0.026397679279867144,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_points_per_match_last_10,-0.060384663738444914,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_goal_diff_per_match_last_5,-0.010464516738013352,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_goal_diff_per_match_last_5,0.0036155389116626297,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_goal_diff_per_match_last_10,-0.008780986111859852,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_goal_diff_per_match_last_10,0.018684015090661518,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_goals_for_per_match_last_5,-0.0022301936435158006,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_goals_for_per_match_last_5,-0.00285430594765026,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_goals_for_per_match_last_10,0.0463219334126343,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_goals_for_per_match_last_10,0.048748887261783266,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_goals_against_per_match_last_5,0.02121360627514688,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_goals_against_per_match_last_5,-0.0096703529793316,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_goals_against_per_match_last_10,0.05045531426309021,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_goals_against_per_match_last_10,-0.0054615541095137735,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_draw_rate_last_5,0.003965510904271363,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_draw_rate_last_5,-0.04987516116804741,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,home_draw_rate_last_10,0.008121390363623629,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,away_draw_rate_last_10,0.013253710317383854,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,unique_scorers_diff_last_10,-0.00466767437052855,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,top_scorer_goals_diff_last_10,-0.005238549369871559,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,non_penalty_goals_diff_last_10,-0.024611056980612143,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,penalty_goals_diff_last_10,-0.07552591217167359,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,unique_scorers_diff_365d,8.197301165504842e-4,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,top_scorer_goals_diff_365d,0.00933125920607284,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,non_penalty_goals_diff_365d,-0.012478498665267127,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,penalty_goals_diff_365d,-0.025454108467815928,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedFriendly,0.03365603447793612,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedFIFA.World.Cup.qualification,-4.2091108000748414e-5,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedUEFA.Euro.qualification,0.060268934806645115,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAfrican.Cup.of.Nations.qualification,-0.30559833823858706,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCopa.América,-0.022865156585144025,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedFIFA.World.Cup,0.06429899325091588,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAfrican.Cup.of.Nations,0.0019891919119380637,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAFC.Asian.Cup.qualification,-0.11888343484004432,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCECAFA.Cup,0.02371431007372016,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCFU.Caribbean.Cup.qualification,0.014991331936866397,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedMerdeka.Tournament,0.06415422623545992,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedBritish.Home.Championship,0.2076782372356057,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedGulf.Cup,0.08393920250608933,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAsian.Games,0.2631436176236658,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedGold.Cup,0.13982786206670522,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedNordic.Championship,0.16898151679918516,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAFC.Asian.Cup,-0.14976340767250812,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCFU.Caribbean.Cup,-0.009774411271192412,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCOSAFA.Cup,0.05075772041785044,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAmílcar.Cabral.Cup,-0.18887799152669402,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedUEFA.Euro,-0.00339913615395145,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedKing.s.Cup,-0.0745990868841532,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAFF.Championship,0.035057599260437784,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedSoutheast.Asian.Games,-0.48102750072233064,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCONCACAF.Championship,-0.0053491393215421715,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedUNCAF.Cup,-0.0886256685105055,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedSouth.Pacific.Games,0.15338933907754926,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCONCACAF.Championship.qualification,-0.04086312016853623,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedKorea.Cup,0.11861719408288732,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedConfederations.Cup,0.023410220426815693,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedOceania.Nations.Cup,0.4350790275740883,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedSAFF.Cup,0.18425745479428693,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCCCF.Championship,0.07089334720381933,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedArab.Cup,-0.05490492951382424,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedWindward.Islands.Tournament,-0.1087579286514522,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedOther,-0.06642848829907838,rating_plus_form_plus_goalscorers,glmnet_multinomial_ridge,NA,NA,NA
NA,rating_diff,NA,rating_plus_form_plus_goalscorers,lightgbm,0.7007828952675883,0.20574070167977915,0.15240170142130927
NA,neutral,NA,rating_plus_form_plus_goalscorers,lightgbm,0.03291152638636606,0.04122034071055039,0.043987965556593005
NA,away_prior_matches,NA,rating_plus_form_plus_goalscorers,lightgbm,0.024303174785925735,0.06903864699095945,0.06349206349206349
NA,form_goal_diff_diff_last_10,NA,rating_plus_form_plus_goalscorers,lightgbm,0.021277658289769873,0.020352802509260557,0.020645295155099077
NA,away_rating_pre_match,NA,rating_plus_form_plus_goalscorers,lightgbm,0.017412233444540796,0.022878614131843316,0.04212055192447349
NA,home_prior_matches,NA,rating_plus_form_plus_goalscorers,lightgbm,0.01579415181918304,0.05884654704581872,0.05425874053325034
NA,home_rating_pre_match,NA,rating_plus_form_plus_goalscorers,lightgbm,0.013860473822705933,0.019034361871863796,0.03392468098350451
NA,home_goals_against_per_match_last_10,NA,rating_plus_form_plus_goalscorers,lightgbm,0.011981416375321532,0.026675929007415777,0.01888162672476398
NA,form_goals_against_diff_last_10,NA,rating_plus_form_plus_goalscorers,lightgbm,0.009833848131761878,0.025024982170651477,0.024587612822906942
NA,form_points_diff_last_10,NA,rating_plus_form_plus_goalscorers,lightgbm,0.008855125770082295,0.030681169354990906,0.030086108517481065
NA,away_goals_against_per_match_last_10,NA,rating_plus_form_plus_goalscorers,lightgbm,0.007568313706362432,0.018095024774403865,0.019296607531901648
NA,away_goals_for_per_match_last_10,NA,rating_plus_form_plus_goalscorers,lightgbm,0.006469947858548228,0.024861942485234646,0.023653906006847185
NA,is_world_cup_qualifier,NA,rating_plus_form_plus_goalscorers,lightgbm,0.006124078139013367,0.008496618700422955,0.012968150223052184
NA,form_goals_against_diff_last_5,NA,rating_plus_form_plus_goalscorers,lightgbm,0.006008873824574338,0.020569977173650607,0.020852785558667913
NA,tournament_lumpedAfrican.Cup.of.Nations.qualification,NA,rating_plus_form_plus_goalscorers,lightgbm,0.005806516520619729,0.016293064469285252,0.011204481792717087
